,f1,f2,f3,labels
0,6.2259540905694575,16.676370066149996,-9.446426383696783,11.599772831467206
1,5.773090060698811,11.816198376730863,3.3674313992282503,6.806279132047641
2,6.46170440942737,14.759840789176975,1.8666902117491013,6.599546928103735
3,5.866051800354056,7.34430179584743,-2.5117650041903943,5.914922853787053
4,2.066957005808385,6.43667458556746,-10.899148383486038,11.180134728668985
5,9.712668925374418,2.7453547984368956,-6.3117977350030685,11.971775789603331
6,8.015623339005813,3.107948550963519,-8.097998427021093,11.753601571567508
7,-8.166822201945147,15.471836321739051,3.380312996023466,9.064916546114118
8,0.4188626874907819,13.422252311787059,-11.327945522613437,11.061693874750231
9,-2.038174334215879,9.389405434400466,-10.417694495620104,10.787326971510593
10,-0.21061687853445726,3.7718670486202943,-11.278927205855535,10.977098862722004
11,7.190575882137281,4.822143199970713,-9.464579999549015,11.682693921582638
12,-9.21255026698604,18.542667162820422,1.400157285903053,9.268970265124105
13,6.324273075919436,12.7205435513372,11.794994385968678,13.650922064686519
14,11.22853157831322,18.974241716957366,-4.906966513950801,12.16066445948254
15,0.20369940914088405,11.365017174466775,13.807041855118921,14.136236606085333
16,-5.992538067001807,10.784580963251814,6.1812235954563,8.628099578541399
17,-8.73414321809823,0.5569341994350641,2.6236023070526273,9.126538346114101
18,-4.677887976707935,7.247359144285035,-9.514074391572638,10.564503307494014
19,-8.540517890870863,17.547933191355327,-4.785683229685595,9.923482806628643
20,-5.2147890413927325,15.699325609227355,-9.378622752745915,10.46767491571965
21,1.4100560202727115,6.249726342041115,7.637751752503027,7.715234422127712
22,6.4653933069178,6.248792424239999,-9.293344717011692,11.584891920373623
23,5.280001349432231,11.714663528039795,12.73881681049325,13.736227835554983
24,-8.853852652224347,3.962562965403359,2.1715539368387162,9.170055133041995
25,6.158003493243427,20.85629543199939,0.512204397024338,6.40484539505486
26,6.384192551713577,12.907095401251407,-0.39243207103929156,6.231591411445269
27,9.034322733599,1.6698272394916143,-7.44072666047164,11.837300204681693
